Transaction_ID;Date_Commande;Client_ID;Produit_ID;Commercial_ID;Quantite;Prix_Unitaire;Remise_Pct;Canal;Statut_Commande
V00299;2025-07-17;C0054;P017;COM09;1;45,41 €;3,0%;Téléphone;Livrée
V00300;2026-01-13;C0136;P009;COM10;11;522,63 €;3,0%;Partenaire;Annulée
V00301;2026-04-02;C0048;P039;COM10;6;136,78 €;15,0%;Commercial terrain;Livrée
V00302;2025-10-19;C0009;P004;COM02;3;694,70 €;15,0%;Téléphone;Livrée
V00303;2025-08-19;C0055;P029;COM10;9;149,69 €;15,0%;E-commerce;En cours
V00304;2025-05-16;C0047;P016;COM01;5;74,05 €;3,0%;Commercial terrain;En cours
V00305;2026-01-21;C0103;P018;COM08;4;71,90 €;10,0%;Partenaire;Annulée
V00306;2025-04-15;C0003;P039;COM04;11;141,38 €;3,0%;Commercial terrain;Livrée
V00307;2026-05-09;C0018;P019;COM04;11;71,81 €;3,0%;Commercial terrain;Livrée
V00308;2025-07-12;C0041;P004;COM03;10;655,30 €;3,0%;Téléphone;Livrée
V00309;2026-05-25;C0084;P029;COM04;7;157,46 €;0,0%;Téléphone;Livrée
V00310;2025-08-16;C0140;P035;COM06;5;133,42 €;15,0%;Téléphone;Livrée
V00311;2025-04-10;C0139;P018;COM05;12;75,16 €;15,0%;Téléphone;Livrée
V00312;2025-04-02;C0062;P016;COM06;12;76,59 €;5,0%;Commercial terrain;Livrée
V00313;2025-09-24;C0084;P009;COM04;8;524,33 €;10,0%;E-commerce;En cours
V00314;2025-07-19;C0148;P026;COM07;9;304,27 €;0,0%;Téléphone;Livrée
V00315;2025-07-25;C0101;P040;COM08;8;146,70 €;15,0%;Téléphone;Livrée
V00316;2026-05-15;C0098;P022;COM05;11;167,08 €;5,0%;Commercial terrain;Livrée
V00317;2025-06-22;C0043;P006;COM08;3;505,11 €;10,0%;Partenaire;En cours
V00318;2026-03-16;C0142;P001;COM06;1;413,98 €;10,0%;Commercial terrain;Livrée
V00319;2025-11-26;C0051;P001;COM07;11;424,85 €;0,0%;Commercial terrain;Livrée
V00320;2025-05-13;C0028;P035;COM08;10;124,34 €;0,0%;E-commerce;Livrée
V00321;2025-10-25;C0134;P030;COM10;11;156,51 €;3,0%;Partenaire;Livrée
V00322;2025-07-12;C0045;P002;COM02;4;736,32 €;0,0%;Téléphone;Livrée
V00323;2026-08-27;C0149;P009;COM01;6;572,67 €;15,0%;E-commerce;En cours
V00324;2025-09-19;C0014;P007;COM05;11;385,30 €;0,0%;E-commerce;En cours
V00325;2026-03-31;C0113;P039;COM07;5;139,18 €;0,0%;Téléphone;Livrée
V00326;2025-11-05;C0124;P036;COM03;5;128,67 €;10,0%;Téléphone;En cours
V00327;2025-04-18;C0150;P020;COM07;2;50,55 €;5,0%;Téléphone;Annulée
V00328;2025-07-24;C0075;P024;COM01;12;299,42 €;0,0%;E-commerce;Annulée
V00329;2026-05-24;C0056;P023;COM02;4;195,70 €;10,0%;E-commerce;Livrée
V00330;2026-08-11;C0146;P006;COM05;9;469,68 €;10,0%;E-commerce;Livrée
V00331;2025-08-25;C0134;P018;COM10;8;67,93 €;15,0%;Téléphone;Livrée
V00332;2025-10-25;C0106;P030;COM04;12;139,46 €;15,0%;E-commerce;Livrée
V00333;2025-05-22;C0046;P024;COM10;8;321,23 €;3,0%;E-commerce;Livrée
V00334;2025-12-17;C0049;P027;COM09;7;206,67 €;3,0%;Partenaire;En cours
V00335;2026-03-08;C0045;P010;COM01;12;423,20 €;15,0%;Téléphone;Livrée
V00336;2026-03-03;C0143;P013;COM08;10;54,34 €;3,0%;E-commerce;Livrée
V00337;2026-05-10;C0144;P029;COM07;8;150,24 €;3,0%;Commercial terrain;Livrée
V00338;2026-06-22;C0063;P036;COM02;9;129,77 €;8,0%;E-commerce;En cours
V00339;2025-09-12;C0143;P026;COM08;3;326,58 €;8,0%;E-commerce;Livrée
V00340;2025-06-10;C0149;P034;COM02;3;152,57 €;5,0%;Commercial terrain;Livrée
V00341;2025-12-05;C0079;P035;COM07;4;128,46 €;5,0%;Partenaire;Livrée
V00342;2025-03-22;C0135;P040;COM06;8;145,58 €;5,0%;Partenaire;Livrée
V00343;2025-05-02;C0147;P007;COM07;7;364,66 €;8,0%;E-commerce;Livrée
V00344;2026-09-11;C0086;P032;COM01;6;137,69 €;0,0%;Téléphone;En cours
V00345;2025-12-06;C0140;P031;COM06;2;170,28 €;10,0%;Téléphone;Livrée
V00346;2025-12-16;C0104;P039;COM02;9;137,33 €;0,0%;E-commerce;Livrée
V00347;2026-05-20;C0038;P007;COM04;5;374,33 €;0,0%;E-commerce;En cours
V00348;2025-08-09;C0135;P023;COM05;2;216,56 €;0,0%;E-commerce;En cours
V00349;2026-04-14;C0149;P034;COM01;1;162,29 €;0,0%;Partenaire;Annulée
V00350;2026-05-10;C0150;P013;COM07;12;57,52 €;0,0%;Partenaire;Annulée
V00351;2026-09-13;C0092;P029;COM04;10;168,59 €;15,0%;Téléphone;Livrée
V00352;2026-02-12;C0101;P031;COM08;3;171,24 €;8,0%;Commercial terrain;Annulée
V00353;2025-11-18;C0059;P015;COM03;10;40,72 €;10,0%;Commercial terrain;Livrée
V00354;2025-07-02;C0148;P009;COM08;6;561,73 €;8,0%;Partenaire;Annulée
V00355;2025-10-20;C0125;P036;COM03;2;118,69 €;0,0%;E-commerce;Livrée
V00356;2025-07-24;C0076;P020;COM05;11;47,11 €;15,0%;E-commerce;Livrée
V00357;2025-07-28;C0010;P031;COM02;2;182,59 €;10,0%;Téléphone;Annulée
V00358;2026-02-03;C0068;P004;COM04;7;653,85 €;15,0%;Commercial terrain;Annulée
V00359;2025-02-25;C0005;P014;COM02;10;44,17 €;15,0%;Partenaire;Livrée
V00360;2026-01-12;C0053;P020;COM05;8;46,64 €;10,0%;E-commerce;Livrée
V00361;2025-06-27;C0033;P003;COM02;7;566,92 €;3,0%;Téléphone;Livrée
V00362;2026-08-22;C0073;P023;COM07;8;215,25 €;0,0%;E-commerce;Livrée
V00363;2025-11-27;C0015;P034;COM06;10;162,71 €;0,0%;Commercial terrain;Annulée
V00364;2025-08-14;C0050;P035;COM05;3;126,19 €;8,0%;Partenaire;Livrée
V00365;2025-12-24;C0062;P023;COM05;6;205,60 €;0,0%;Partenaire;Annulée
V00366;2025-01-10;C0031;P031;COM02;4;189,43 €;8,0%;Téléphone;Livrée
V00367;2025-11-25;C0113;P026;COM07;5;314,25 €;3,0%;E-commerce;Annulée
V00368;2026-01-19;C0150;P034;COM08;1;157,30 €;10,0%;Téléphone;Livrée
V00369;2026-06-11;C0023;P012;COM09;9;66,36 €;10,0%;E-commerce;Livrée
V00370;2025-08-07;C0125;P015;COM03;9;41,32 €;10,0%;Partenaire;Livrée
V00371;2025-06-07;C0008;P023;COM08;1;198,05 €;0,0%;Téléphone;Livrée
V00372;2026-07-26;C0020;P018;COM07;7;71,15 €;10,0%;Partenaire;En cours
V00373;2025-11-20;C0006;P009;COM06;9;520,81 €;10,0%;E-commerce;Annulée
V00374;2025-02-16;C0020;P035;COM08;2;124,07 €;10,0%;Commercial terrain;Annulée
V00375;2025-03-30;C0080;P026;COM04;7;325,88 €;0,0%;Partenaire;Livrée
V00376;2026-07-01;C0062;P027;COM05;9;189,51 €;10,0%;Téléphone;Livrée
V00377;2026-01-18;C0004;P009;COM09;1;520,75 €;8,0%;Partenaire;Annulée
V00378;2026-07-15;C0023;P015;COM10;12;40,86 €;10,0%;Commercial terrain;Livrée
V00379;2026-02-27;C0039;P013;COM05;4;56,07 €;3,0%;Téléphone;Livrée
V00380;2025-07-05;C0015;P039;COM06;2;135,79 €;0,0%;Commercial terrain;Livrée
V00381;2025-07-22;C0144;P024;COM08;3;309,88 €;0,0%;E-commerce;Livrée
V00382;2025-03-13;C0052;P034;COM10;8;157,98 €;10,0%;Commercial terrain;Annulée
V00383;2025-06-06;C0108;P030;COM06;3;137,30 €;0,0%;Téléphone;En cours
V00384;2025-10-11;C0106;P023;COM03;8;208,42 €;3,0%;Commercial terrain;En cours
V00385;2026-07-19;C0029;P006;COM03;5;521,15 €;0,0%;Téléphone;Livrée
V00386;2025-03-20;C0021;P035;COM01;11;119,71 €;8,0%;Partenaire;Annulée
V00387;2025-08-06;C0011;P037;COM04;9;197,54 €;15,0%;Téléphone;Livrée
V00388;2026-02-06;C0063;P010;COM02;8;410,98 €;0,0%;Partenaire;Livrée
V00389;2026-05-30;C0004;P012;COM09;9;62,94 €;0,0%;Téléphone;Annulée
V00390;2026-08-03;C0040;P024;COM10;1;291,78 €;5,0%;Téléphone;Livrée
V00391;2025-09-28;C0109;P003;COM03;11;561,35 €;15,0%;Commercial terrain;En cours
V00392;2026-04-26;C0134;P003;COM09;11;570,39 €;10,0%;Commercial terrain;Livrée
V00393;2026-08-16;C0047;P026;COM02;6;316,21 €;;E-commerce;Annulée
V00394;2025-09-15;C0112;P036;COM01;7;124,16 €;15,0%;Commercial terrain;En cours
V00395;2026-05-09;C0003;P031;COM03;3;173,42 €;8,0%;Commercial terrain;Livrée
V00396;2025-06-03;C0050;P025;COM05;10;288,53 €;0,0%;Téléphone;En cours
V00397;2025-12-05;C0031;P033;COM02;8;215,76 €;0,0%;Partenaire;Livrée
V00398;2025-09-07;C0013;P040;COM09;10;147,06 €;10,0%;E-commerce;Annulée
V00399;2025-05-31;C0016;P018;COM05;3;72,38 €;5,0%;E-commerce;Livrée
V00400;2025-03-29;C0059;P033;COM04;8;214,57 €;15,0%;Partenaire;Annulée
V00401;2025-05-27;C0049;P012;COM10;12;67,69 €;5,0%;E-commerce;Livrée
V00402;2026-01-23;C0114;P007;COM09;1;354,44 €;15,0%;Partenaire;Livrée
V00403;2026-09-13;C0026;P033;COM05;10;227,28 €;15,0%;E-commerce;Livrée
V00404;2026-05-09;C0036;P030;COM07;9;145,37 €;15,0%;E-commerce;Annulée
V00405;2026-03-16;C0065;P026;COM06;6;316,26 €;10,0%;E-commerce;En cours
V00406;2025-05-18;C0073;P016;COM08;2;70,92 €;8,0%;Partenaire;Livrée
V00407;2025-07-13;C0003;P040;COM03;9;146,18 €;0,0%;Partenaire;Livrée
V00408;2025-11-20;C0121;P007;COM02;3;365,33 €;8,0%;Commercial terrain;Livrée
V00409;2026-07-03;C0125;P019;COM04;11;72,52 €;0,0%;Partenaire;Annulée
V00410;2026-07-25;C0143;P025;COM07;9;282,52 €;3,0%;Commercial terrain;Annulée
V00411;2025-12-19;C0117;P009;COM05;12;537,28 €;15,0%;Téléphone;Livrée
V00412;2025-08-08;C0150;P023;COM08;9;212,60 €;10,0%;E-commerce;Livrée
V00413;2026-02-03;C0003;P011;COM03;8;42,69 €;5,0%;E-commerce;Livrée
V00414;2025-09-27;C0062;P006;COM06;10;467,24 €;5,0%;Partenaire;Annulée
V00415;2026-06-18;C0082;P013;COM03;11;55,18 €;0,0%;Téléphone;Annulée
V00416;2025-10-20;C0052;P035;COM09;9;130,95 €;8,0%;Téléphone;Livrée
V00417;2026-01-04;C0069;P012;COM09;2;70,41 €;15,0%;Partenaire;Livrée
V00418;2026-02-09;C0120;P036;COM03;1;130,58 €;0,0%;E-commerce;Annulée
V00419;2025-10-19;C0103;P019;COM08;4;74,54 €;0,0%;Partenaire;En cours
V00420;2026-08-12;C0003;P013;COM04;7;55,26 €;8,0%;E-commerce;Annulée
V00421;2025-10-29;C0101;P035;COM07;5;133,94 €;15,0%;Commercial terrain;En cours
V00422;2026-01-22;C0143;P023;COM07;8;214,47 €;8,0%;E-commerce;En cours
V00423;2025-04-30;C0074;P026;COM03;11;324,50 €;0,0%;Téléphone;Livrée
V00424;2026-02-27;C0104;P018;COM01;4;70,19 €;5,0%;Commercial terrain;Livrée
V00425;2026-07-22;C0048;P022;COM10;6;170,84 €;8,0%;Commercial terrain;Livrée
V00426;2025-07-14;C0147;P017;COM07;12;44,12 €;3,0%;Téléphone;Livrée
V00427;2025-07-27;C0071;P011;COM08;2;38,39 €;0,0%;Partenaire;Annulée
V00428;2025-01-07;C0012;P025;COM10;10;273,66 €;8,0%;Commercial terrain;En cours
V00429;2025-07-07;C0150;P027;COM08;4;201,21 €;0,0%;E-commerce;Annulée
V00430;2026-03-10;C0142;P035;COM05;6;125,82 €;10,0%;Téléphone;En cours
V00431;2025-05-04;C0135;P001;COM06;1;421,61 €;5,0%;E-commerce;Livrée
V00432;2026-01-06;C0074;P039;COM03;5;134,81 €;5,0%;Commercial terrain;Livrée
V00433;2025-07-08;C0147;P015;COM08;7;40,65 €;3,0%;Commercial terrain;En cours
V00434;2025-10-14;C0133;P040;COM03;3;163,68 €;10,0%;Téléphone;Livrée
V00435;2025-10-04;C0068;P026;COM04;4;297,98 €;10,0%;Téléphone;En cours
V00436;2025-01-10;C0048;P034;COM10;3;172,21 €;15,0%;Commercial terrain;En cours
V00437;2025-11-04;C0072;P027;COM09;2;199,68 €;0,0%;Téléphone;Livrée
V00438;2026-05-03;C0026;P023;COM06;5;205,61 €;8,0%;Commercial terrain;Livrée
V00439;2025-01-21;C0122;P024;COM05;11;321,55 €;0,0%;Téléphone;Livrée
V00440;2025-12-30;C0095;P031;COM10;2;177,01 €;3,0%;Partenaire;Livrée
V00441;2025-06-21;C0099;P040;COM10;7;161,03 €;0,0%;E-commerce;Livrée
V00442;2025-12-18;C0065;P022;COM06;11;172,54 €;3,0%;Partenaire;Livrée
V00443;2026-04-01;C0106;P029;COM04;3;153,15 €;0,0%;Téléphone;Livrée
V00444;2025-09-15;C0022;P012;COM03;7;62,61 €;0,0%;Partenaire;Annulée
V00445;2025-02-25;C0008;P036;COM08;2;120,00 €;8,0%;Téléphone;Livrée
V00446;2026-02-04;C0088;P017;COM09;12;44,37 €;10,0%;Téléphone;Livrée
V00447;2026-06-24;C0046;P003;COM09;11;572,91 €;3,0%;Partenaire;En cours
V00448;2026-07-08;C0077;P010;COM04;12;413,05 €;8,0%;Partenaire;Annulée
V00449;2026-03-22;C0088;P033;COM10;9;216,25 €;0,0%;Partenaire;Livrée
V00450;2026-01-10;C0122;P011;COM06;5;37,80 €;8,0%;Téléphone;Livrée
V00451;2025-10-21;C0139;P034;COM05;8;157,36 €;15,0%;Partenaire;Livrée
V00452;2026-09-04;C0066;P039;COM01;6;133,91 €;8,0%;Partenaire;En cours
V00453;2025-09-13;C0044;P026;COM04;4;302,81 €;5,0%;Téléphone;Annulée
V00454;2025-10-06;C0080;P029;COM04;4;167,27 €;0,0%;Téléphone;Livrée
V00455;2025-04-24;C0134;P019;COM10;12;74,70 €;0,0%;Commercial terrain;Livrée
V00456;2025-06-05;C0014;P013;COM05;2;53,63 €;0,0%;Partenaire;Livrée
V00457;2025-08-27;C0025;P001;COM09;8;396,76 €;5,0%;Commercial terrain;En cours
V00458;2026-01-16;C0136;P023;COM09;2;218,95 €;0,0%;E-commerce;Livrée
V00459;2026-02-06;C0020;P013;COM08;4;58,10 €;3,0%;Partenaire;Livrée
V00460;2025-05-05;C0071;P031;COM08;4;185,47 €;0,0%;Téléphone;En cours
V00461;2025-04-07;C0056;P026;COM02;11;331,62 €;3,0%;Téléphone;Livrée
V00462;2026-07-17;C0034;P033;COM04;11;218,37 €;3,0%;E-commerce;Livrée
V00463;2025-04-26;C0068;P022;;1;169,64 €;3,0%;E-commerce;En cours
V00464;2025-09-06;C0004;P033;COM09;12;227,17 €;3,0%;E-commerce;Livrée
V00465;2025-06-11;C0147;P023;COM07;11;197,29 €;3,0%;Téléphone;Annulée
V00466;2025-04-20;C0035;P016;COM08;6;77,65 €;15,0%;Commercial terrain;En cours
V00467;2025-07-17;C0007;P024;COM10;12;288,42 €;0,0%;Partenaire;En cours
V00468;2026-07-27;C0084;P014;COM04;10;40,38 €;3,0%;Commercial terrain;En cours
V00469;2025-10-09;C0044;P036;COM03;3;125,78 €;15,0%;Commercial terrain;Annulée
V00470;2026-01-11;C0134;P035;COM09;7;131,54 €;0,0%;Commercial terrain;Annulée
V00471;2025-09-02;C0092;P037;COM03;7;190,16 €;10,0%;Partenaire;Annulée
V00472;2025-06-07;C0080;P029;COM04;11;156,06 €;0,0%;E-commerce;Livrée
V00473;2025-05-13;C0048;P014;COM09;2;42,04 €;0,0%;E-commerce;Annulée
V00474;2026-02-02;C0145;P004;COM06;6;639,24 €;10,0%;E-commerce;Livrée
V00475;2025-08-02;C0145;P032;COM05;11;132,09 €;8,0%;Partenaire;Livrée
V00476;2025-03-01;C0076;P005;COM05;5;359,04 €;0,0%;E-commerce;Livrée
V00477;2025-08-25;C0114;P014;COM09;9;42,99 €;8,0%;Téléphone;Annulée
V00478;2026-07-26;C0123;P040;COM09;6;157,49 €;10,0%;Partenaire;Livrée
V00479;2025-06-20;C0049;P035;COM10;6;130,26 €;8,0%;Partenaire;Livrée
V00480;2025-11-19;C0095;P029;COM10;11;158,35 €;10,0%;Commercial terrain;Annulée
V00481;2025-09-04;C0057;P039;COM06;12;135,12 €;5,0%;Partenaire;En cours
V00482;2025-01-01;C0010;P002;COM02;9;727,32 €;3,0%;E-commerce;Livrée
V00483;2025-08-16;C0057;P002;COM06;12;796,63 €;8,0%;Téléphone;Livrée
V00484;2025-02-08;C0135;P011;COM06;3;39,16 €;8,0%;Téléphone;Livrée
V00485;2025-09-20;C0085;P040;COM03;7;155,35 €;0,0%;E-commerce;Livrée
V00486;2026-05-10;C0047;P040;COM02;2;155,88 €;3,0%;E-commerce;Annulée
V00487;2026-01-26;C0022;P023;COM03;6;219,95 €;5,0%;Partenaire;Livrée
V00488;2025-08-21;C0004;P004;COM10;5;665,84 €;3,0%;Téléphone;Livrée
V00489;2026-05-30;C0062;P004;COM05;11;683,99 €;5,0%;Partenaire;Annulée
V00490;2026-08-13;C0149;P016;COM01;7;70,98 €;5,0%;Téléphone;Livrée
V00491;2025-12-11;C0023;P040;COM10;12;144,79 €;5,0%;Commercial terrain;Livrée
V00492;2026-02-13;C0148;P010;COM08;3;409,89 €;0,0%;Partenaire;En cours
V00493;2026-08-09;C0053;P017;COM05;2;44,27 €;5,0%;Commercial terrain;Annulée
V00494;2025-04-02;C0030;P030;COM06;6;143,96 €;3,0%;Commercial terrain;Annulée
V00495;2025-01-25;C0087;P024;COM09;10;315,89 €;15,0%;Partenaire;Annulée
V00496;2025-05-30;C0129;P016;COM07;4;74,79 €;0,0%;E-commerce;Livrée
V00497;2025-02-25;C0070;P020;COM01;1;47,71 €;15,0%;E-commerce;Livrée
V00498;2026-04-06;C0139;P023;COM05;4;216,09 €;0,0%;Téléphone;Annulée
V00499;2026-06-20;C0074;P011;COM04;12;41,47 €;0,0%;Partenaire;Annulée
V00500;2026-06-24;C0013;P012;COM10;1;64,19 €;15,0%;Commercial terrain;Livrée
V00501;2026-04-22;C0004;P026;COM09;11;303,16 €;15,0%;Commercial terrain;Livrée
V00502;2025-01-20;C0083;P016;COM10;7;73,09 €;10,0%;E-commerce;Livrée
V00503;2026-05-12;C0024;P014;COM03;9;44,71 €;8,0%;E-commerce;Livrée
V00504;2025-09-11;C0087;P034;COM10;7;166,85 €;0,0%;Commercial terrain;Livrée
V00505;2025-12-30;C0086;P035;COM01;5;132,86 €;10,0%;Commercial terrain;En cours
V00506;2025-01-31;C0079;P011;COM07;6;42,53 €;10,0%;Téléphone;Livrée
V00507;2026-01-27;C0065;P017;COM06;10;43,58 €;3,0%;Commercial terrain;En cours
V00508;2026-07-10;C0036;P010;COM07;10;413,17 €;15,0%;Téléphone;Livrée
V00509;2025-11-13;C0037;P011;COM02;11;42,72 €;0,0%;Commercial terrain;Livrée
V00510;2026-07-25;C0033;P022;COM01;3;182,75 €;15,0%;Commercial terrain;En cours
V00511;2026-02-26;C0086;P019;COM02;3;76,22 €;0,0%;Téléphone;Livrée
V00512;2025-01-27;C0076;P016;COM05;4;74,81 €;3,0%;E-commerce;En cours
V00513;2025-05-18;C0148;P025;COM08;3;293,52 €;5,0%;Partenaire;Livrée
V00514;2025-06-17;C0052;P003;COM09;7;604,34 €;0,0%;Commercial terrain;En cours
V00515;2025-08-16;C0054;P005;COM09;3;401,65 €;5,0%;Partenaire;Livrée
V00516;2026-04-14;C0071;P027;COM08;1;197,56 €;15,0%;Partenaire;Livrée
V00517;2026-02-08;C0011;P031;COM03;8;187,59 €;0,0%;Téléphone;Annulée
V00518;2026-07-05;C0117;P039;COM05;7;139,95 €;10,0%;E-commerce;Livrée
V00519;2025-10-26;C0129;P021;COM08;5;305,08 €;5,0%;Commercial terrain;Annulée
V00520;2025-02-25;C0039;P031;COM06;2;185,12 €;0,0%;Téléphone;Annulée
V00521;2026-07-14;C0037;P029;COM02;6;158,78 €;0,0%;Partenaire;Annulée
V00522;2025-07-26;C0134;P018;COM09;6;74,05 €;10,0%;Téléphone;Livrée
V00523;2025-04-04;C0031;P025;COM02;2;281,37 €;5,0%;Téléphone;En cours
V00524;2026-07-18;C0113;P012;COM07;6;66,64 €;10,0%;Téléphone;Livrée
V00525;2025-05-29;C0048;P029;COM09;5;155,80 €;15,0%;Partenaire;Livrée
V00526;2025-07-05;C0033;P014;COM01;1;42,80 €;3,0%;E-commerce;En cours
V00527;2026-05-25;C0147;P034;COM07;4;155,60 €;10,0%;Partenaire;En cours
V00528;2026-02-24;C0130;P001;COM07;4;432,93 €;3,0%;Téléphone;Livrée
V00529;2025-07-09;C0040;P024;COM09;1;288,84 €;0,0%;Commercial terrain;Livrée
V00530;2025-03-31;C0014;P029;COM05;3;152,67 €;3,0%;Téléphone;En cours
V00531;2026-08-16;C0106;P006;COM03;5;485,96 €;5,0%;E-commerce;En cours
V00532;2026-07-18;C0018;P033;COM04;3;213,13 €;15,0%;Commercial terrain;Livrée
V00533;2026-06-24;C0122;P015;COM05;10;37,29 €;8,0%;E-commerce;En cours
V00534;2026-09-12;C0082;P022;COM04;5;178,02 €;8,0%;Commercial terrain;Livrée
V00535;2026-07-31;C0147;P034;COM08;3;169,82 €;0,0%;Commercial terrain;Livrée
V00536;2025-01-02;C0033;P032;COM01;11;145,71 €;10,0%;Téléphone;Annulée
V00537;2026-03-01;C0122;P023;COM05;6;211,12 €;10,0%;Téléphone;Livrée
V00538;2025-07-26;C0080;P005;COM04;5;370,20 €;8,0%;Commercial terrain;Livrée
V00539;2025-04-27;C0098;P027;COM06;12;196,56 €;0,0%;Téléphone;Livrée
V00540;2025-12-05;C0099;P033;COM10;1;228,64 €;5,0%;Téléphone;En cours
V00541;2026-07-04;C0098;P029;COM06;12;150,45 €;8,0%;Commercial terrain;Annulée
V00542;2025-11-20;C0006;P040;COM05;11;150,53 €;15,0%;Commercial terrain;Livrée
V00543;2025-06-02;C0079;P023;COM07;7;212,95 €;15,0%;Téléphone;Annulée
V00544;2026-09-13;C0115;P009;COM03;5;572,24 €;3,0%;E-commerce;Livrée
V00545;2026-02-28;C0024;P017;COM04;6;45,38 €;3,0%;Téléphone;Annulée
V00546;2025-11-06;C0047;P025;COM01;1;290,77 €;0,0%;Partenaire;Annulée
V00547;2025-01-26;C0143;P014;COM07;6;44,47 €;10,0%;Commercial terrain;Livrée
V00548;2025-05-27;C0027;P015;COM01;12;37,18 €;5,0%;E-commerce;Livrée
V00549;2025-11-15;C0013;P023;COM09;8;220,21 €;0,0%;Commercial terrain;Livrée
V00550;2026-08-15;C0088;P022;COM09;4;170,23 €;3,0%;Commercial terrain;En cours
V00551;2025-05-01;C0077;P012;COM03;5;62,71 €;8,0%;E-commerce;Livrée
V00552;2026-07-10;C0103;P019;COM08;3;77,81 €;15,0%;Commercial terrain;Annulée
V00553;2025-09-08;C0046;P021;COM09;10;322,51 €;8,0%;Partenaire;Livrée
V00554;2025-05-14;C0009;P004;COM02;2;653,51 €;0,0%;Partenaire;En cours
V00555;2025-07-03;C0132;P021;COM02;6;319,49 €;10,0%;E-commerce;En cours
V00556;2026-08-05;C0036;P032;COM07;2;139,39 €;10,0%;Partenaire;En cours
V00557;2025-08-26;C0063;P018;COM01;6;71,19 €;10,0%;Commercial terrain;Livrée
V00558;2026-04-10;C0144;P005;COM07;8;360,79 €;5,0%;Partenaire;Livrée
V00559;2025-10-17;C0103;P035;COM07;2;126,02 €;10,0%;E-commerce;Livrée
V00560;2026-07-24;C0020;P037;COM08;8;195,68 €;5,0%;Téléphone;Annulée
V00561;2025-09-07;C0043;P026;COM08;2;306,02 €;15,0%;Partenaire;En cours
V00562;2026-08-04;C0101;P013;COM07;11;56,46 €;10,0%;Partenaire;Livrée
V00563;2026-08-30;C0136;P039;COM10;2;145,59 €;0,0%;Commercial terrain;En cours
V00564;2025-03-13;C0029;P022;COM04;8;180,82 €;0,0%;E-commerce;Livrée
V00565;2025-05-23;C0001;P011;COM01;8;40,58 €;5,0%;Partenaire;Livrée
V00566;2025-07-30;C0091;P040;COM06;11;149,97 €;5,0%;Commercial terrain;Livrée
V00567;2026-08-20;C0004;P010;COM10;5;387,19 €;8,0%;E-commerce;Livrée
V00568;2026-07-28;C0105;P020;COM09;1;47,02 €;10,0%;Partenaire;Livrée
V00569;2026-01-27;C0120;P030;COM04;9;141,30 €;0,0%;Partenaire;Livrée
V00570;2025-07-12;C0114;P029;COM10;3;155,35 €;15,0%;Téléphone;Livrée
V00571;2025-01-12;C0020;P011;COM07;12;42,47 €;10,0%;Partenaire;Livrée
V00572;2025-03-28;C0038;P032;COM04;12;142,15 €;5,0%;Téléphone;En cours
V00573;2026-06-06;C0125;P026;COM04;6;301,28 €;5,0%;E-commerce;Annulée
V00574;2026-05-26;C0068;P029;COM04;9;161,43 €;0,0%;e-commerce;Annulée
V00575;2026-05-10;C0109;P033;COM03;12;211,89 €;10,0%;Commercial terrain;En cours
V00576;2026-06-14;C0022;P017;COM03;8;46,46 €;10,0%;E-commerce;Annulée
V00577;2026-08-17;C0088;P023;COM09;9;217,15 €;5,0%;Partenaire;Annulée
V00578;2026-04-26;C0096;P024;COM08;5;294,60 €;0,0%;Commercial terrain;Annulée
V00579;2025-09-24;C0017;P012;COM10;10;62,16 €;3,0%;E-commerce;Livrée
V00580;2026-05-12;C0023;P035;COM09;2;133,53 €;3,0%;Commercial terrain;Livrée
V00581;2025-10-15;C0078;P001;COM06;12;391,01 €;0,0%;Téléphone;En cours
V00582;2026-01-14;C0047;P017;COM02;8;43,75 €;8,0%;E-commerce;Livrée
V00583;2025-03-28;C0040;P034;COM09;7;167,41 €;0,0%;Partenaire;Livrée
V00584;2025-08-04;C0102;P018;COM07;2;67,96 €;5,0%;Partenaire;En cours
V00585;2025-11-05;C0140;P026;COM05;11;321,07 €;5,0%;Commercial terrain;Livrée
V00586;2026-06-28;C0128;P020;COM01;8;47,96 €;3,0%;E-commerce;Livrée
V00587;2026-06-29;C0104;P019;COM02;6;71,28 €;15,0%;E-commerce;Livrée
V00588;2026-08-22;C0116;P017;COM10;12;46,71 €;15,0%;Téléphone;Annulée
V00589;2025-12-12;C0049;P039;COM10;1;142,84 €;15,0%;E-commerce;Livrée
V00590;2026-02-26;C0027;P031;COM01;6;173,17 €;3,0%;Commercial terrain;Livrée
V00591;2025-02-04;C0008;P004;COM07;10;677,42 €;15,0%;Téléphone;Annulée
V00592;2025-05-05;C0033;P010;COM01;7;419,40 €;10,0%;Téléphone;Livrée
V00593;2025-07-08;C0072;P032;COM10;11;148,29 €;10,0%;Partenaire;Livrée
V00594;2026-03-14;C0092;P012;COM04;2;64,13 €;0,0%;Partenaire;En cours
V00595;2025-12-07;C0017;P018;COM10;3;71,65 €;5,0%;Téléphone;Annulée
V00596;2026-02-07;C9999;P007;COM10;3;370,91 €;5,0%;Téléphone;Annulée
V00597;2025-04-19;C0130;P007;COM08;1;348,14 €;8,0%;Commercial terrain;En cours
V00598;2025-01-20;C0147;P001;COM07;1;421,10 €;3,0%;Téléphone;Livrée
V00599;2026-02-05;C0001;P033;COM02;7;221,48 €;10,0%;E-commerce;Annulée
